"Model: 'ARClock_withLocalization::PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation1' (),,,,,,DA,2,,D_PRM,0,,,,,,,,,,,,,,,,,,,,,,
(SimID_1370467900_0_ (PDE Simulation)),,,,,,DR,50,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 200.0) (saved timepoints 201),,,,,,DC,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,D_RNA,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times (s) down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances (um) along diameter d=2um ->,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,MAX,MIN,AVG,,RATIO
,54,0,0,0.463131937,0.463129515,0.463124669,0.463114715,0.463099233,0.463077819,0.463050232,0.463016665,0.462978865,0.462943962,0.462936082,0.462968167,0.463010166,0.463050453,0.463085414,0.463114121,0.463136518,0.463152854,0.463163511,0.463168766,0.463171393,0,0,,0.463171393,0.462936082,0.463077384,,1.000508301
,55,0,0,0.499690773,0.499688362,0.49968354,0.499673628,0.499658217,0.499636882,0.499609338,0.49957574,0.499537744,0.499502399,0.49949435,0.499526877,0.499569136,0.499609458,0.49964436,0.499672957,0.49969525,0.499711516,0.499722109,0.499727319,0.499729924,0,0,,0.499729924,0.49949435,0.499636185,,1.000471625
,56,0,0,0.46250315,0.462500732,0.462495896,0.462485958,0.462470514,0.462449152,0.462421616,0.462388117,0.462350419,0.462315638,0.462307794,0.462339756,0.46238165,0.462421834,0.462456727,0.462485365,0.462507712,0.462524027,0.462534658,0.462539886,0.4625425,0,0,,0.4625425,0.462307794,0.462448719,,1.000507684
,57,0,0,0.403547508,0.403545076,0.403540212,0.403530221,0.403514709,0.40349329,0.403465756,0.403432438,0.40339527,0.403361468,0.403353986,0.403384985,0.403426229,0.403466183,0.40350106,0.403529789,0.40355225,0.403568669,0.403579369,0.403584643,0.40358728,0,0,,0.40358728,0.403353986,0.403493352,,1.000578385
,58,0,0,0.342550402,0.342547951,0.342543051,0.342532997,0.342517403,0.342495918,0.342468407,0.342435339,0.342398863,0.342366272,0.342359232,0.342389076,0.342429502,0.342469134,0.342503988,0.342532824,0.342555427,0.342571976,0.342582775,0.342588096,0.342590756,0,0,,0.342590756,0.342359232,0.342496638,,1.000676261
,59,0,0,0.286559034,0.286556564,0.286551624,0.286541491,0.286525806,0.286504259,0.286476801,0.286444055,0.286408392,0.286377143,0.286370591,0.286399177,0.286438651,0.286477872,0.286512659,0.286541595,0.286564354,0.286581052,0.28659196,0.28659734,0.28660003,0,0,,0.28660003,0.286370591,0.286505736,,1.000801198
,60,0,0,0.237629153,0.237626659,0.237621672,0.237611462,0.23759569,0.237574101,0.237546743,0.237514402,0.237479669,0.237449856,0.237443821,0.237471112,0.237509535,0.237548263,0.237582945,0.237611973,0.237634894,0.237651753,0.237662783,0.237668229,0.237670952,0,0,,0.237670952,0.237443821,0.23757646,,1.000956565
,61,0,0,0.195863961,0.195861447,0.19585642,0.195846136,0.195830287,0.195808681,0.195781475,0.195749628,0.195715924,0.19568761,0.195682115,0.195708103,0.195745401,0.195783554,0.195818073,0.195847166,0.195870247,0.195887275,0.195898437,0.195903953,0.195906712,0,0,,0.195906712,0.195682115,0.195812029,,1.001147764
,62,0,0,0.160639652,0.160637138,0.16063211,0.160621755,0.160605803,0.160584153,0.160557115,0.160525835,0.160493257,0.160466441,0.160461437,0.16048612,0.160522242,0.160559802,0.160594177,0.160623347,0.160646593,0.16066382,0.160675173,0.160680799,0.160683613,0,0,,0.160683613,0.160461437,0.16058859,,1.001384604
,63,0,0,0.13108528,0.131082726,0.131077618,0.131067214,0.131051276,0.13102976,0.131003067,0.130972488,0.130941116,0.130915907,0.13091152,0.130934973,0.13096985,0.131006616,0.13104063,0.13106976,0.131093121,0.13111049,0.131121927,0.131127595,0.13113043,0,0,,0.13113043,0.13091152,0.131035398,,1.001672197
,64,0,0,0.106298659,0.106296092,0.106290958,0.106280515,0.106264581,0.106243193,0.106216877,0.106187082,0.106157006,0.106133381,0.106129563,0.106151816,0.106185436,0.106221399,0.106255061,0.10628414,0.106307613,0.106325144,0.106336723,0.106342475,0.106345351,0,0,,0.106345351,0.106129563,0.106250146,,1.002033256
,65,0,0,0.085391407,0.085388833,0.085383685,0.085373234,0.085357353,0.085336166,0.085310325,0.085281421,0.085252731,0.085230716,0.085227478,0.085248582,0.085280919,0.08531602,0.085349265,0.085378247,0.085401805,0.085419484,0.085431205,0.085437036,0.085439951,0,0,,0.085439951,0.085227478,0.085344565,,1.002493016
,66,0,0,0.067453597,0.06745102,0.067445864,0.067435436,0.067419673,0.067398785,0.06737354,0.067345669,0.067318485,0.067298143,0.067295522,0.067315517,0.067346538,0.067380696,0.067413447,0.067442278,0.06746589,0.067483709,0.067495561,0.067501476,0.067504434,0,0,,0.067504434,0.067295522,0.067408823,,1.003104394
,67,0,0,0.051359439,0.051356883,0.051351769,0.051341443,0.0513259,0.05130546,0.051281025,0.051254427,0.051228979,0.051210478,0.051208553,0.051227428,0.051257042,0.051290129,0.051322262,0.051350846,0.051374454,0.051392382,0.051404369,0.051410362,0.051413359,0,0,,0.051413359,0.051208553,0.051317476,,1.003999453
,68,0,0,0.034920235,0.034917743,0.034912758,0.034902728,0.034887731,0.034868203,0.034845179,0.03482058,0.034797647,0.034781663,0.034780706,0.034798195,0.034825906,0.034857397,0.034888464,0.034916473,0.034939856,0.034957765,0.034969812,0.034975859,0.034978883,0,0,,0.034978883,0.034780706,0.034883037,,1.0056979
,69,0,0,0.010976289,0.010974466,0.01097082,0.010963532,0.010952778,0.010939067,0.01092339,0.010907364,0.010893419,0.010885027,0.010886233,0.010898515,0.010918187,0.010941256,0.010964711,0.01098642,0.011004946,0.011019389,0.011029234,0.011034218,0.01103671,0,0,,0.01103671,0.010885027,0.010957427,,1.01393501
,70,0,0,0.001060284,0.001059968,0.001059337,0.001058092,0.001056307,0.001054144,0.00105189,0.001049986,0.001049059,0.0010498,0.001050939,0.001051581,0.001053933,0.001057482,0.00106154,0.001065556,0.001069133,0.001072004,0.001073999,0.001075021,0.001075531,0,0,,0.001075531,0.001049059,0.00105979,,1.025234849
,71,0,0,7.79E-04,7.79E-04,7.79E-04,7.78E-04,7.77E-04,7.76E-04,7.74E-04,7.74E-04,7.74E-04,7.75E-04,7.76E-04,7.76E-04,7.76E-04,7.78E-04,7.80E-04,7.82E-04,7.85E-04,7.86E-04,7.87E-04,7.88E-04,7.88E-04,0,0,,0.000788417,0.000773667,0.000779451,,1.019064583
,72,0,0,9.80E-04,9.79E-04,9.79E-04,9.78E-04,9.76E-04,9.74E-04,9.72E-04,9.71E-04,9.70E-04,9.71E-04,9.72E-04,9.72E-04,9.74E-04,9.76E-04,9.80E-04,9.83E-04,9.86E-04,9.88E-04,9.90E-04,9.91E-04,9.91E-04,0,0,,0.000991008,0.000970319,0.000978734,,1.021321136
,73,0,0,0.001514656,0.001514161,0.001513172,0.001511211,0.001508366,0.001504848,0.001501039,0.001497543,0.001495249,0.00149522,0.001496433,0.00149805,0.001502154,0.001507828,0.001514065,0.001520099,0.001525395,0.001529601,0.001532503,0.001533983,0.001534722,0,0,,0.001534722,0.00149522,0.001511919,,1.026419078
,74,0,0,0.003019121,0.003018048,0.003015902,0.003011624,0.003005358,0.002997486,0.002988705,0.002980123,0.002973353,0.002970516,0.002972453,0.002979132,0.002990592,0.003004611,0.003019246,0.003033046,0.00304499,0.003054401,0.003060868,0.003064159,0.003065805,0,0,,0.003065805,0.002970516,0.003012835,,1.032078371
,75,0,0,0.038902517,0.038897967,0.038888867,0.038870547,0.038843156,0.038807511,0.038765484,0.038720467,0.038678056,0.038647509,0.038646588,0.038683319,0.038738068,0.038799043,0.038858825,0.038912695,0.038957755,0.038992363,0.039015709,0.039027454,0.039033326,0,0,,0.039033326,0.038646588,0.038842249,,1.010007058
,76,0,0,0.392894066,0.392891617,0.392886717,0.392876658,0.392861054,0.392839512,0.39281183,0.392778374,0.39274111,0.392707243,0.392699768,0.392730829,0.39277218,0.392812315,0.392847377,0.39287628,0.392898875,0.3929154,0.392926178,0.392931484,0.392934137,0,0,,0.392934137,0.392699768,0.392839667,,1.000596815
,77,0,0,0.497632175,0.497629762,0.497624938,0.497615024,0.497599589,0.497578255,0.497550647,0.497517088,0.497479077,0.49744371,0.497435716,0.497468228,0.49751043,0.497550786,0.497585767,0.497614307,0.497636611,0.497652892,0.497663511,0.497668684,0.497671271,0,0,,0.497671271,0.497435716,0.497577546,,1.000473538
,78,0,0,0.483858338,0.483855924,0.483851096,0.483841176,0.483825755,0.48380441,0.483776868,0.483743316,0.483705446,0.483670338,0.483662377,0.483694666,0.483736764,0.483777031,0.48381192,0.483840535,0.483862848,0.483879133,0.483889739,0.483894959,0.483897569,0,0,,0.483897569,0.483662377,0.483803819,,1.000486272
,79,0,0,0.43095732,0.430954897,0.430950049,0.430940085,0.430924627,0.43090323,0.430875676,0.430842267,0.430804843,0.430770566,0.430762911,0.430794371,0.430835928,0.430876,0.430910877,0.430939572,0.430961983,0.43097834,0.430989011,0.430994258,0.430996881,0,0,,0.430996881,0.430762911,0.430903033,,1.000543153
,80,0,0,0.369508596,0.369506155,0.369501272,0.369491246,0.369475689,0.369454232,0.369426706,0.369393516,0.369356712,0.369323555,0.369316308,0.369346683,0.369387492,0.369427277,0.369462143,0.369490929,0.369513465,0.369529953,0.369540704,0.369546002,0.369548651,0,0,,0.369548651,0.369316308,0.369454633,,1.000629116
,81,0,0,0.310825707,0.310823246,0.310818323,0.310808224,0.310792578,0.310771057,0.310743571,0.31071067,0.310674626,0.31064276,0.310635983,0.310665139,0.310705053,0.310744468,0.310779289,0.31080818,0.310830868,0.310847498,0.310858354,0.310863706,0.310866382,0,0,,0.310866382,0.310635983,0.310772175,,1.0007417
,82,0,0,0.258644174,0.258641695,0.258636737,0.258626557,0.258610822,0.258589247,0.258561838,0.258529303,0.25849414,0.25846368,0.258457413,0.258485282,0.258524188,0.258563148,0.258597881,0.258626866,0.258649714,0.2586665,0.258677474,0.258682894,0.258685603,0,0,,0.258685603,0.258457413,0.258591198,,1.000882893
,83,0,0,0.213719832,0.213717328,0.21371232,0.213702066,0.213686252,0.213664648,0.213637366,0.213605288,0.213571109,0.213542118,0.21353638,0.213562951,0.213600763,0.213639183,0.213673782,0.213702847,0.213725857,0.213742809,0.213753911,0.213759396,0.213762139,0,0,,0.213762139,0.21353638,0.21366754,,1.001057237
,84,0,0,0.175662615,0.175660089,0.175655039,0.175644714,0.175628832,0.175607233,0.175580138,0.175548602,0.175515508,0.17548804,0.175482847,0.175508122,0.17554477,0.175582571,0.175616977,0.175646093,0.175669258,0.175686381,0.175697619,0.175703176,0.175705955,0,0,,0.175705955,0.175482847,0.17561117,,1.001271393
,85,0,0,0.143678023,0.143675478,0.143670387,0.143660001,0.143644075,0.143622523,0.143595686,0.143564788,0.143532868,0.143506953,0.143502316,0.143526325,0.143561758,0.143598861,0.143633012,0.143662144,0.14368545,0.143702743,0.143714119,0.143719752,0.143722569,0,0,,0.143722569,0.143502316,0.143627611,,1.001534841
,86,0,0,0.116866838,0.116864278,0.116859157,0.116848727,0.116832787,0.116811334,0.116784836,0.116754676,0.116724013,0.116699675,0.1166956,0.116718386,0.116752571,0.116788904,0.116822733,0.116851838,0.116875266,0.116892723,0.11690424,0.116909954,0.116912811,0,0,,0.116912811,0.1166956,0.116817683,,1.001861345
,87,0,0,0.094331393,0.094328822,0.09432368,0.094313229,0.094297318,0.094276031,0.094249963,0.094220644,0.094191323,0.094168582,0.094165081,0.094186694,0.094219607,0.094255103,0.094288545,0.094317576,0.0943411,0.094358714,0.094370372,0.094376166,0.094379064,0,0,,0.094379064,0.094165081,0.094283762,,1.002272424
,88,0,0,0.075182039,0.075179461,0.075174306,0.075163863,0.075148032,0.075127,0.075101478,0.07507312,0.075045235,0.075024128,0.075021229,0.075041724,0.075073345,0.075107939,0.075140923,0.07516983,0.075193419,0.075211182,0.075222986,0.075228859,0.075231795,0,0,,0.075231795,0.075021229,0.075136281,,1.002806748
,89,0,0,0.058433483,0.058430916,0.058425783,0.058415403,0.058399741,0.05837907,0.058354238,0.058327027,0.058300756,0.058281393,0.058279138,0.058298523,0.058328792,0.058362386,0.058394819,0.05842353,0.058447149,0.058465032,0.058476961,0.058482918,0.058485896,0,0,,0.058485896,0.058279138,0.058390141,,1.003547725
,90,0,0,0.042579821,0.042577288,0.042572222,0.04256201,0.04254669,0.042526644,0.042502844,0.042477178,0.042452935,0.042435662,0.042434211,0.042452397,0.04248109,0.042513429,0.042545089,0.042573444,0.04259699,0.042614948,0.04262699,0.042633024,0.04263604,0,0,,0.04263604,0.042434211,0.042540045,,1.004756286
,91,0,0,0.023404156,0.023401814,0.023397129,0.023387731,0.023373757,0.023355722,0.02333472,0.023312664,0.023292612,0.023279273,0.023279254,0.023295238,0.023320698,0.023350023,0.02337933,0.023406052,0.023428572,0.023445949,0.023457703,0.023463624,0.023466584,0,0,,0.023466584,0.023279254,0.023372981,,1.008047069
,92,0,0,0.002124894,0.00212424,0.002122932,0.002120332,0.002116544,0.002111823,0.002106629,0.002101671,0.002097965,0.00209678,0.002098195,0.002101938,0.002108636,0.002117019,0.00212589,0.002134331,0.002141684,0.002147504,0.002151516,0.002153562,0.002154585,0,0,,0.002154585,0.00209678,0.002121841,,1.027568338
,93,0,0,7.98E-04,7.98E-04,7.97E-04,7.96E-04,7.95E-04,7.94E-04,7.93E-04,7.92E-04,7.92E-04,7.93E-04,7.94E-04,7.94E-04,7.94E-04,7.96E-04,7.99E-04,8.01E-04,8.04E-04,8.05E-04,8.07E-04,8.07E-04,8.08E-04,0,0,,0.000807698,0.000791654,0.000797902,,1.020265686
,94,0,0,8.56E-04,8.56E-04,8.55E-04,8.54E-04,8.53E-04,8.52E-04,8.50E-04,8.49E-04,8.49E-04,8.50E-04,8.51E-04,8.51E-04,8.52E-04,8.54E-04,8.56E-04,8.59E-04,8.61E-04,8.63E-04,8.65E-04,8.65E-04,8.66E-04,0,0,,0.000865605,0.000848911,0.000855538,,1.019665169
,95,0,0,0.001218815,0.001218442,0.001217697,0.001216225,0.001214102,0.001211505,0.001208751,0.001206344,0.001205019,0.00120562,0.001206729,0.001207336,0.001209956,0.001213944,0.001218486,0.001222956,0.001226915,0.001230075,0.001232263,0.00123338,0.001233938,0,0,,0.001233938,0.001205019,0.001217071,,1.023999316
,96,0,0,0.00211104,0.002110306,0.002108837,0.002105915,0.002101652,0.002096328,0.002090454,0.002084842,0.002080678,0.002079459,0.002080937,0.002084608,0.002091708,0.002100784,0.002110444,0.002119642,0.002127646,0.002133972,0.002138324,0.002140541,0.00214165,0,0,,0.00214165,0.002079459,0.002106656,,1.029907214
,97,0,0,0.006317673,0.006315625,0.006311528,0.00630334,0.006291292,0.00627604,0.006258813,0.00624157,0.006227169,0.006219561,0.006222834,0.006238352,0.00626259,0.006291043,0.00632015,0.006347291,0.006370627,0.006388942,0.006401499,0.006407883,0.006411074,0,0,,0.006411074,0.006219561,0.006305947,,1.030792172
,98,0,0,0.263604804,0.26360227,0.263597203,0.263586817,0.263570757,0.263548732,0.263520736,0.263487466,0.263451401,0.263419938,0.263413389,0.263442198,0.263482097,0.26352192,0.263557371,0.263586938,0.263610234,0.263627346,0.263638533,0.263644054,0.263646815,0,0,,0.263646815,0.263413389,0.263550525,,1.000886158
,99,0,0,0.473262411,0.473259991,0.473255152,0.473245207,0.473229747,0.473208357,0.47318077,0.473147185,0.473109326,0.473074285,0.473066358,0.473098579,0.473140661,0.473180966,0.473215917,0.473244594,0.473266964,0.473283293,0.473293927,0.473299164,0.473301782,0,0,,0.473301782,0.473066358,0.47320784,,1.000497657
,100,0,0,0.497945033,0.497942622,0.497937801,0.49792789,0.497912479,0.497891143,0.497863598,0.497830009,0.497792028,0.497756708,0.497748671,0.49778117,0.497823406,0.497863725,0.49789862,0.497927221,0.497949515,0.497965783,0.497976374,0.497981589,0.497984197,0,0,,0.497984197,0.497748671,0.497890456,,1.000473183
,101,0,0,0.456872042,0.456869622,0.456864781,0.456854839,0.456839389,0.456818024,0.456790485,0.456757005,0.456719352,0.456684653,0.456676843,0.456708723,0.456750557,0.456790729,0.456825616,0.456854264,0.456876621,0.456892946,0.456903578,0.456908814,0.456911432,0,0,,0.456911432,0.456676843,0.456817634,,1.000513687
,102,0,0,0.397101201,0.397098768,0.397093903,0.397083907,0.397068386,0.397046957,0.397019423,0.396986127,0.396949025,0.396915342,0.396907901,0.396938786,0.39697995,0.397019874,0.397054749,0.397083488,0.397105962,0.397122393,0.397133103,0.397138379,0.397141017,0,0,,0.397141017,0.396907901,0.397047078,,1.000587331
,103,0,0,0.336421753,0.336419301,0.336414396,0.336404331,0.336388726,0.336367233,0.336339725,0.336306685,0.336270285,0.336237826,0.336230834,0.336260546,0.336300876,0.336340467,0.336375312,0.336404155,0.336426774,0.336443337,0.336454145,0.336459472,0.336462136,0,0,,0.336462136,0.336230834,0.336368015,,1.000687926
,104,0,0,0.281119535,0.281117062,0.281112117,0.281101975,0.28108628,0.281064728,0.281037279,0.281004572,0.280969001,0.280937898,0.280931398,0.280959851,0.28099922,0.281038394,0.281073172,0.281102118,0.281124894,0.281141608,0.281152528,0.281157914,0.281160608,0,0,,0.281160608,0.280931398,0.281066293,,1.000815891
,105,0,0,0.232950383,0.232947889,0.232942901,0.232932684,0.232916903,0.232895309,0.232867962,0.23283567,0.232801038,0.23277138,0.232765401,0.232792556,0.232830868,0.23286954,0.232904206,0.23293324,0.232956177,0.232973054,0.232984098,0.232989552,0.232992279,0,0,,0.232992279,0.232765401,0.232897766,,1.000974703
,106,0,0,0.191902142,0.191899626,0.191894594,0.191884301,0.191868445,0.191846838,0.191819652,0.19178786,0.19175427,0.191726112,0.191720675,0.19174653,0.191783706,0.191821793,0.191856292,0.19188539,0.191908485,0.19192553,0.191936706,0.191942233,0.191944996,0,0,,0.191944996,0.191720675,0.191850294,,1.001170039
,107,0,0,0.157307102,0.157304566,0.157299493,0.157289133,0.157273222,0.157251642,0.157224681,0.157193486,0.157161029,0.157134416,0.157129529,0.157154101,0.157190083,0.157227507,0.157261778,0.157290909,0.157314153,0.15733137,0.157342684,0.157348285,0.157351085,0,0,,0.157351085,0.157129529,0.157256203,,1.001410021
,108,0,0,0.128291648,0.128289094,0.128283987,0.128273575,0.128257636,0.12823613,0.12820947,0.128178966,0.128147729,0.128122683,0.128118355,0.128141683,0.12817643,0.128213115,0.128247096,0.128276218,0.128299594,0.128316979,0.128328433,0.128334111,0.12833695,0,0,,0.12833695,0.128118355,0.128241899,,1.0017062
,109,0,0,0.103951657,0.10394909,0.103943955,0.10393351,0.10391758,0.10389621,0.103869937,0.103840228,0.103810294,0.103786835,0.103783075,0.103805207,0.103838692,0.103874571,0.103908195,0.103937265,0.103960749,0.103978295,0.10398989,0.103995648,0.103998527,0,0,,0.103998527,0.103783075,0.103903305,,1.002075989
,110,0,0,0.083397568,0.083394994,0.083389845,0.083379396,0.083363523,0.083342362,0.083316577,0.083287773,0.083259234,0.083237388,0.083234213,0.0832552,0.083287401,0.083322409,0.083355607,0.083384575,0.083408141,0.083425834,0.083437569,0.083443409,0.083446329,0,0,,0.083446329,0.083234213,0.083350921,,1.002548418
,111,0,0,0.065711725,0.065709153,0.065704009,0.065693593,0.065677844,0.065656991,0.065631823,0.065604071,0.065577051,0.065556887,0.065554331,0.06557421,0.065605095,0.065639153,0.065671846,0.065700655,0.065724267,0.065742097,0.065753968,0.065759889,0.065762849,0,0,,0.065762849,0.065554331,0.065667215,,1.003180849
,112,0,0,0.049719304,0.049716751,0.049711644,0.049701335,0.049685825,0.049665448,0.049641118,0.049614676,0.049589436,0.04957115,0.049569307,0.04958806,0.049617512,0.049650472,0.049682525,0.049711076,0.049734676,0.049752614,0.049764612,0.049770614,0.049773615,0,0,,0.049773615,0.049569307,0.049677703,,1.004121652
,113,0,0,0.032981837,0.03297936,0.032974406,0.032964443,0.032949558,0.032930204,0.032907428,0.032883157,0.032860614,0.032845001,0.032844184,0.032861472,0.032888891,0.032920117,0.032950986,0.032978866,0.033002176,0.03302005,0.033032082,0.033038125,0.033041147,0,0,,0.033041147,0.032844184,0.032945434,,1.005996881
,114,0,0,0.008148678,0.008147095,0.008143929,0.008137607,0.008128298,0.008116475,0.008103036,0.008089425,0.008077781,0.008071092,0.008072528,0.008083177,0.008100296,0.008120492,0.008141134,0.008160325,0.008176763,0.008189615,0.008198395,0.008202847,0.008205073,0,0,,0.008205073,0.008071092,0.008134003,,1.016600225
,115,0,0,9.71E-04,9.71E-04,9.70E-04,9.69E-04,9.68E-04,9.66E-04,9.64E-04,9.62E-04,9.62E-04,9.63E-04,9.64E-04,9.64E-04,9.66E-04,9.69E-04,9.72E-04,9.76E-04,9.79E-04,9.82E-04,9.84E-04,9.84E-04,9.85E-04,0,0,,0.000984895,0.000961721,0.000971029,,1.024096139
,116,0,0,7.87E-04,7.87E-04,7.86E-04,7.86E-04,7.84E-04,7.83E-04,7.82E-04,7.81E-04,7.81E-04,7.83E-04,7.84E-04,7.83E-04,7.84E-04,7.85E-04,7.88E-04,7.90E-04,7.92E-04,7.94E-04,7.95E-04,7.96E-04,7.96E-04,0,0,,0.000795928,0.000781074,0.000786902,,1.019018046
,117,0,0,0.001016674,0.001016385,0.001015806,0.001014667,0.001013037,0.001011069,0.001009039,0.00100738,0.001006725,0.001007767,0.001008821,0.001008761,0.001010392,0.001013254,0.001016666,0.001020093,0.001023163,0.00102563,0.001027343,0.00102822,0.001028659,0,0,,0.001028659,0.001006725,0.001015693,,1.021787338
,118,0,0,0.001602711,0.00160218,0.001601119,0.001599013,0.001595955,0.001592165,0.001588044,0.001584229,0.001581651,0.001581439,0.001582687,0.001584608,0.001589157,0.001595335,0.00160208,0.001608584,0.001614281,0.0016188,0.001621917,0.001623506,0.0016243,0,0,,0.0016243,0.001581439,0.001599703,,1.027102442
,119,0,0,0.003347691,0.003346504,0.003344129,0.003339394,0.003332454,0.003323722,0.003313961,0.003304378,0.003296734,0.003293356,0.00329546,0.00330317,0.00331612,0.003331826,0.003348158,0.003363527,0.003376814,0.003387278,0.003394465,0.003398122,0.003399951,0,0,,0.003399951,0.003293356,0.00334082,,1.03236677
,120,0,0,0.073556124,0.073552272,0.073544566,0.073528959,0.073505348,0.073474047,0.073436158,0.073394071,0.07335235,0.073319717,0.07331542,0.07334869,0.073397516,0.073450208,0.073500357,0.073544412,0.073580504,0.073607775,0.073625952,0.073635027,0.073639564,0,0,,0.073639564,0.07331542,0.073490906,,1.004421219
,121,0,0,0.413707501,0.413705062,0.413700183,0.413690154,0.41367459,0.41365309,0.413625441,0.413591951,0.413554505,0.41352032,0.413512706,0.413544093,0.413585667,0.413625835,0.413660871,0.413689702,0.413712234,0.413728714,0.413739442,0.413744724,0.413747365,0,0,,0.413747365,0.413512706,0.413653055,,1.000567476
,122,0,0,0.499735723,0.499733312,0.499728489,0.499718577,0.499703162,0.499681818,0.499654264,0.499620657,0.499582643,0.499547277,0.499539226,0.49957177,0.499614044,0.499654387,0.499689295,0.499717902,0.499740201,0.499756471,0.499767069,0.499772285,0.499774894,0,0,,0.499774894,0.499539226,0.499681117,,1.00047177
,123,0,0,0.479389779,0.479387365,0.479382537,0.479372613,0.479357186,0.47933584,0.479308299,0.479274759,0.479236925,0.479201883,0.479193947,0.479226168,0.479268222,0.479308473,0.479343361,0.479371981,0.479394301,0.479410593,0.479421201,0.479426425,0.479429037,0,0,,0.479429037,0.479193947,0.479335281,,1.000490596
,124,0,0,0.424651552,0.424649125,0.424644271,0.4246343,0.424618813,0.424597413,0.424569876,0.424536488,0.424499117,0.424464947,0.424457331,0.424488689,0.424530176,0.424570222,0.424605105,0.424633801,0.424656219,0.424672597,0.424683269,0.424688528,0.424691157,0,0,,0.424691157,0.424457331,0.424597286,,1.000550883
,125,0,0,0.363152802,0.363150358,0.363145471,0.363135436,0.36311987,0.363098406,0.363070882,0.363037718,0.363000985,0.362967959,0.362960763,0.362991016,0.363031734,0.363071484,0.363106347,0.363135144,0.363157699,0.3631742,0.36318496,0.363190262,0.363192913,0,0,,0.363192913,0.362960763,0.363098877,,1.0006396
,126,0,0,0.305048588,0.305046124,0.305041198,0.305031091,0.305015436,0.304993909,0.304966428,0.304933562,0.304897605,0.304865882,0.304859157,0.304888181,0.304927994,0.304967365,0.305002178,0.305031079,0.305053784,0.305070429,0.305081297,0.305086656,0.305089336,0,0,,0.305089336,0.304859157,0.304995109,,1.000755033
,127,0,0,0.253618216,0.253615732,0.253610763,0.25360058,0.253584837,0.253563259,0.25353586,0.253503372,0.253468306,0.253437992,0.253431777,0.253459515,0.253498311,0.253537218,0.253571941,0.253600938,0.253623803,0.253640606,0.253651593,0.253657016,0.253659727,0,0,,0.253659727,0.253431777,0.253565303,,1.000899451
,128,0,0,0.209439653,0.209437147,0.209432134,0.209421875,0.209406051,0.209384447,0.209357181,0.209325155,0.209291087,0.209262253,0.209256571,0.209283006,0.209320699,0.209359058,0.209393638,0.209422711,0.209445738,0.209462707,0.209473823,0.209479316,0.209482062,0,0,,0.209482062,0.209256571,0.209387443,,1.00107758
,129,0,0,0.172056615,0.172054087,0.172049032,0.172038702,0.172022813,0.172001215,0.171974145,0.171942672,0.171909696,0.171882389,0.171877254,0.171902396,0.171938919,0.171976649,0.172011031,0.172040152,0.172063332,0.172080472,0.172091723,0.172097289,0.172100071,0,0,,0.172100071,0.171877254,0.172005269,,1.001296374
,130,0,0,0.140654241,0.140651695,0.140646603,0.140636213,0.140620282,0.140598735,0.14057193,0.140541106,0.140509312,0.140483561,0.140478981,0.140502861,0.140538166,0.140575192,0.140609311,0.140638443,0.140661763,0.140679073,0.140690465,0.140696107,0.140698928,0,0,,0.140698928,0.140478981,0.140603951,,1.001565696
,131,0,0,0.114330615,0.114328054,0.11432293,0.114312497,0.114296558,0.114275118,0.114248661,0.114218583,0.114188055,0.114163883,0.114159867,0.114182529,0.114216582,0.11425283,0.114286622,0.114315722,0.114339161,0.114356635,0.114368168,0.11437389,0.114376751,0,0,,0.114376751,0.114159867,0.114281605,,1.001899831
,132,0,0,0.092190324,0.092187753,0.09218261,0.092172159,0.09215625,0.09213497,0.092108955,0.092079741,0.092050562,0.092027985,0.092024541,0.09204604,0.092078817,0.092114229,0.092147621,0.092176642,0.092200171,0.092217805,0.092229489,0.092235282,0.092238178,0,0,,0.092238178,0.092024541,0.092142863,,1.002321529
,133,0,0,0.073341216,0.073338641,0.073333492,0.073323055,0.073307241,0.073286236,0.073260772,0.073232527,0.073204806,0.073183876,0.073181036,0.073201409,0.07323289,0.073267384,0.073300315,0.073329204,0.0733528,0.07337057,0.073382381,0.073388265,0.073391207,0,0,,0.073391207,0.073181036,0.073295682,,1.002871935
,134,0,0,0.056773007,0.056770442,0.056765312,0.056754942,0.056739305,0.056718685,0.056693939,0.056666863,0.056640776,0.056621606,0.056619426,0.056638694,0.056668814,0.056702295,0.056734662,0.056763346,0.056786963,0.056804857,0.056816801,0.056822767,0.05682575,0,0,,0.05682575,0.056619426,0.056729964,,1.003644044
